Rk,Player,Year,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,Pos,All Star and/or HOF (played prior to 1933 when AS Game was created)
2542,Joe Judge,1919,25,WSH,AL,135,611,521,83,150,33,12,2,31,81,,35,2,5,,,23,,0.288,0.386,0.409,0.795,*3/H,0
2543,Amos Strunk,1917,28,PHA,AL,148,638,540,83,152,26,7,1,45,68,,37,1,25,,,16,,0.282,0.363,0.361,0.724,*8/H,0
2544,Jake Daubert,1915,31,BRO,NL,150,641,544,62,164,21,8,2,47,57,,48,1,39,,,11,13,0.302,0.369,0.381,0.749,*3,0
2545,Heinie Zimmerman,1914,27,CHC,NL,146,601,564,75,167,36,12,4,87,20,,46,5,12,,,17,,0.296,0.326,0.424,0.75,*564/H,0
2546,Ed Konetchy,1913,27,STL,NL,140,583,504,75,139,18,17,8,68,53,,41,7,19,,,27,25,0.276,0.353,0.427,0.779,*3/1,0
2547,Harry Lord,1911,29,CHW,AL,141,630,561,103,180,18,18,3,61,32,,34,6,31,,,43,,0.321,0.364,0.433,0.797,*5/H,0
2548,Heinie Zimmerman,1911,24,CHC,NL,143,583,535,80,164,22,17,9,85,25,,50,5,18,,,23,,0.307,0.343,0.462,0.805,*453/H,0
2549,Bill Sweeney,1911,25,BSN,NL,137,615,523,92,164,33,6,3,63,77,,26,2,11,,,33,,0.314,0.404,0.417,0.821,*4/H,0
2550,Matty McIntyre,1911,31,CHW,AL,146,661,569,102,184,19,11,1,52,64,,65,5,10,,,17,,0.323,0.397,0.401,0.797,*98/7,0
2551,Doc Miller,1911,28,BSN,NL,146,633,577,69,192,36,3,7,91,43,,43,0,12,,,32,,0.333,0.379,0.442,0.821,*9/8,0
2552,Al Shaw,1909,28,STL,NL,114,392,331,45,82,12,7,2,34,55,,66,0,1,,,15,,0.248,0.355,0.344,0.699,*8H/9,0
2553,Jay Clarke,1907,24,CLE,AL,120,430,390,44,105,19,6,3,33,35,,49,2,3,,,3,,0.269,0.333,0.372,0.704,*2/H,0
2554,Mike Grady,1906,36,STL,NL,97,339,280,33,70,11,3,2,27,48,,32,5,6,,,5,,0.25,0.369,0.332,0.702,23/H,0
2555,Jiggs Donahue,1905,25,CHW,AL,149,613,533,71,153,22,4,1,76,44,,35,4,27,,,32,,0.287,0.346,0.349,0.695,*3,0
2556,Danny Green,1904,27,CHW,AL,147,622,536,83,142,16,10,2,62,63,,77,9,14,,,28,,0.265,0.352,0.343,0.695,*9/H,0
2557,Dan McGann,1904,32,NYG,NL,141,593,517,81,148,22,6,6,71,36,,29,18,22,,,42,,0.286,0.354,0.387,0.741,*3,0
2558,Freddy Parent,1903,27,BOS,AL,139,592,560,83,170,31,17,4,80,13,,21,6,13,,,24,,0.304,0.326,0.441,0.768,*6,0
2559,Tom McCreery,1899,24,PIT,NL,119,517,460,77,149,21,9,3,65,47,,36,3,7,,,11,,0.324,0.39,0.428,0.819,897/64,0
2560,Fred Tenney,1899,27,BSN,NL,150,691,603,115,209,19,17,1,67,63,,20,3,22,,,28,,0.347,0.411,0.44,0.851,*3,0
2561,Duff Cooley,1898,25,PHI,NL,149,692,629,123,196,24,12,4,55,48,,38,4,11,,,17,,0.312,0.364,0.407,0.771,*8,0
2562,Dusty Miller,1895,26,CIN,NL,132,573,529,103,177,31,16,10,112,33,,34,4,7,,,43,,0.335,0.378,0.51,0.889,*98,0
2563,Mike Griffin,1893,28,BRO,NL,95,429,362,85,103,21,7,6,59,59,,23,8,,,,30,,0.285,0.396,0.431,0.827,*8/4,0
2564,Billy Hoy,1892,30,WHS,NL,152,683,593,108,167,19,8,3,75,86,,23,4,,,,60,,0.282,0.376,0.356,0.732,*8/7,0
2565,Hub Collins,1890,26,BRO,NL,129,598,510,148,142,32,7,3,69,85,,47,3,,,,85,,0.278,0.385,0.386,0.771,*4,0
2566,Ned Hanlon,1884,26,DTN,NL,114,490,450,86,119,18,6,5,39,40,,52,,,,,,,0.264,0.325,0.364,0.689,*8,0
2567,Buttercup Dickerson,1881,22,WOR,NL,80,375,367,48,116,18,6,1,31,8,,8,,,,,,,0.316,0.331,0.406,0.737,*7/9,0
2568,Paul Hines,1881,26,PRO,NL,80,374,361,65,103,27,5,2,31,13,,12,,,,,,,0.285,0.31,0.404,0.715,*8/43,0
2569,Pete Hotaling,1881,24,WOR,NL,77,335,317,51,98,15,3,1,35,18,,12,,,,,,,0.309,0.346,0.385,0.731,*8/279,0
2570,Jack Farrell,1880,22,PRO,NL,80,349,339,46,92,12,5,3,36,10,,6,,,,,,,0.271,0.292,0.363,0.655,*4,0
2571,Joe Gerhardt,1878,23,CIN,NL,60,266,259,46,77,7,2,0,28,7,,14,,,,,,,0.297,0.316,0.34,0.656,*4,0
2572,Aaron Hicks,2020,30,NYY,AL,54,211,169,28,38,10,2,6,21,41,1,38,1,0,0,4,4,1,0.225,0.379,0.414,0.793,*8/HD,0
2573,Max Kepler,2019,26,MIN,AL,134,596,524,98,132,32,0,36,90,60,0,99,8,0,4,5,1,5,0.252,0.336,0.519,0.855,98/HD,0
2574,C.J. Cron,2018,28,TBR,AL,140,560,501,68,127,28,1,30,74,37,2,145,17,0,5,11,1,2,0.254,0.323,0.493,0.816,D3H,0
2575,Andrew Benintendi,2018,23,BOS,AL,148,661,579,103,168,41,6,16,87,71,1,106,2,2,7,9,21,3,0.29,0.366,0.465,0.83,*78/H,0
2576,Khris Davis,2016,28,OAK,AL,150,610,555,85,137,24,2,42,102,42,0,166,8,0,5,19,1,2,0.247,0.307,0.524,0.831,7D/H,0
2577,Adam Lind,2015,31,MIL,NL,149,572,502,72,139,32,0,20,87,66,11,100,1,0,3,7,0,0,0.277,0.36,0.46,0.82,*3H/D,0
2578,Kole Calhoun,2014,26,LAA,AL,127,537,493,90,134,31,3,17,58,38,0,104,2,2,2,5,5,3,0.272,0.325,0.45,0.776,*9H/3,0
2579,Chris Carter,2014,27,HOU,AL,145,572,507,68,115,21,1,37,88,56,6,182,5,0,4,12,5,2,0.227,0.308,0.491,0.799,*D3/H7,0
2580,Kendrys Morales,2013,30,SEA,AL,156,657,602,64,167,34,0,23,80,49,6,114,5,0,1,21,0,0,0.277,0.336,0.449,0.785,*D3/H,0
2581,Casey Blake,2009,35,LAD,NL,139,565,485,84,136,25,6,18,79,63,8,116,6,1,10,12,3,4,0.28,0.364,0.468,0.832,*5/H37,0
2582,Jacque Jones,2002,27,MIN,AL,149,626,577,96,173,37,2,27,85,37,2,129,2,4,6,8,6,7,0.3,0.341,0.511,0.852,*7H/D,0
2583,Doug Mientkiewicz,2001,27,MIN,AL,151,626,543,77,166,39,1,15,74,67,6,92,9,0,7,10,2,6,0.306,0.387,0.464,0.851,*3/HD,0
2584,Paul Sorrento,1997,31,SEA,AL,146,513,457,68,123,19,0,31,80,51,9,112,3,0,2,13,0,2,0.269,0.345,0.514,0.859,*3H/D,0
2585,Tim Naehring,1995,28,BOS,AL,126,520,433,61,133,27,2,10,57,77,5,66,4,4,2,16,0,2,0.307,0.415,0.448,0.863,*5/HD,0
2586,Tony Phillips,1995,36,CAL,AL,139,643,525,119,137,21,1,27,61,113,6,135,3,1,1,5,13,10,0.261,0.394,0.459,0.853,57/8HD,0
2587,Carmelo Martinez,1985,24,SDP,NL,150,610,514,64,130,28,1,21,72,87,4,82,3,2,4,10,0,4,0.253,0.362,0.434,0.796,*7/3,0
2588,Warren Cromartie,1981,27,MON,NL,99,400,358,41,109,19,2,6,42,39,12,27,0,0,3,8,2,3,0.305,0.37,0.419,0.789,39/H,0
2589,Leroy Stanton,1975,29,CAL,AL,137,510,440,67,115,20,3,14,82,52,4,85,6,8,4,8,18,6,0.261,0.345,0.416,0.761,*9H/8D,0
2590,Dave Roberts,1973,22,SDP,NL,127,503,479,56,137,20,3,21,64,17,3,83,1,3,3,6,11,2,0.286,0.31,0.472,0.782,*54/H,0
2591,Bob Oliver,1972,29,TOT,AL,150,609,572,54,154,22,5,20,76,29,8,109,3,0,5,17,5,3,0.269,0.305,0.43,0.736,*39/7H,0
2592,Bobby Darwin,1972,29,MIN,AL,145,562,513,48,137,20,2,22,80,38,4,145,8,1,2,24,2,3,0.267,0.326,0.443,0.769,89/7H,0
2593,Earl Williams,1971,22,ATL,NL,145,550,497,64,129,14,1,33,87,42,5,80,7,0,4,11,0,1,0.26,0.324,0.491,0.815,253H,0
2594,Dick Green,1969,28,OAK,AL,136,554,483,61,133,25,6,12,64,53,3,94,8,3,6,15,2,3,0.275,0.353,0.427,0.779,*4/H,0
2595,Don Lock,1964,27,WSA,AL,152,598,512,73,127,17,4,28,80,79,3,137,1,0,6,12,4,2,0.248,0.346,0.461,0.807,*89/H,0
2596,Bob Nieman,1957,30,BAL,AL,129,521,445,61,123,17,6,13,70,63,3,86,2,3,8,14,4,4,0.276,0.363,0.429,0.792,*7H/9,0
2597,Hank Thompson,1950,24,NYG,NL,148,604,512,82,148,17,6,20,91,83,3,60,3,6,,10,8,7,0.289,0.391,0.463,0.854,*59/H8,0
2598,Taffy Wright,1947,35,CHW,AL,124,455,401,48,130,13,0,4,54,48,3,17,1,5,,9,8,6,0.324,0.398,0.387,0.784,97H,0
2599,Chuck Workman,1945,30,BSN,NL,139,581,514,77,141,16,2,25,87,51,5,58,6,9,,8,9,7,0.274,0.347,0.459,0.806,*59H/7,0
2600,Jim Tabor,1944,27,BOS,AL,116,482,438,58,125,25,3,13,72,31,3,38,1,12,,13,4,4,0.285,0.334,0.445,0.779,*5/H,0
2601,Johnny Moore,1934,32,TOT,NL,132,548,500,73,165,35,7,11,98,43,1,20,1,4,,7,7,5,0.33,0.384,0.494,0.878,*97/H,0
2602,Roy Johnson,1933,30,BOS,AL,133,548,483,88,151,30,7,10,95,55,2,36,4,5,,,13,10,0.313,0.388,0.466,0.853,*97H8,0
2603,Tony Piet,1933,26,PIT,NL,107,397,362,45,117,21,5,1,42,19,0,28,6,10,,6,12,9,0.323,0.367,0.417,0.784,*4H,0
2604,Johnny Frederick,1933,31,BRO,NL,147,602,556,65,171,22,7,7,64,36,4,14,5,5,,7,9,3,0.308,0.355,0.41,0.765,*98H7,0
2605,Lance Richbourg,1928,30,BSN,NL,148,685,612,105,206,26,12,2,52,62,2,39,2,9,,,11,16,0.337,0.399,0.428,0.828,*9,0
2606,Bibb Falk,1927,28,CHW,AL,145,613,535,76,175,35,6,9,83,52,,19,4,22,,,5,7,0.327,0.391,0.465,0.856,*7/H,0
2607,Curt Walker,1926,29,CIN,NL,155,661,571,83,175,24,20,6,78,60,,31,0,30,,,3,,0.307,0.372,0.45,0.823,*9/H7,0
2608,Joe Hauser,1924,25,PHA,AL,149,634,562,97,162,31,8,27,115,56,,52,5,11,,,7,5,0.288,0.358,0.516,0.874,*3/H,0
2609,Billy Southworth,1923,30,BSN,NL,153,692,611,95,195,29,16,6,78,61,,23,2,18,,,14,16,0.319,0.383,0.448,0.831,*9/4,0
2610,Curt Walker,1922,25,PHI,NL,148,655,581,102,196,36,11,12,89,56,,46,4,14,,,11,4,0.337,0.399,0.499,0.899,*9/H,0
2611,Wally Schang,1921,31,NYY,AL,134,516,424,77,134,30,5,6,53,78,,35,5,6,,,7,4,0.316,0.428,0.453,0.881,*2/H,0
2612,Jack Smith,1921,26,STL,NL,116,439,411,86,135,22,9,7,33,21,,24,0,7,,,11,6,0.329,0.361,0.477,0.838,*98H,0
2613,Max Flack,1920,30,CHC,NL,135,592,520,85,157,30,6,4,49,52,,15,7,13,,,13,19,0.302,0.373,0.406,0.779,*9/H8,0
2614,Roger Peckinpaugh,1919,28,NYY,AL,122,539,453,89,138,20,2,7,33,59,,37,4,23,,,10,,0.305,0.39,0.404,0.794,*6/H,0
2615,Braggo Roth,1919,26,TOT,AL,111,475,422,65,121,22,12,5,52,39,,53,6,7,,,20,,0.287,0.356,0.431,0.787,89/H7,0
2616,Fred Merkle,1918,29,CHC,NL,129,541,482,55,143,25,5,3,65,35,,36,4,20,,,21,,0.297,0.349,0.388,0.737,*3,0
2617,Ed Konetchy,1917,31,BSN,NL,130,527,474,56,129,19,13,2,54,36,,40,5,11,,,16,,0.272,0.33,0.38,0.71,*3/H,0
2618,Wally Pipp,1916,23,NYY,AL,151,617,545,70,143,20,14,12,93,54,,82,2,16,,,16,,0.262,0.331,0.417,0.748,*3/H,0
2619,Del Pratt,1916,28,SLB,AL,158,671,596,64,159,35,12,5,103,54,,56,3,16,,,26,17,0.267,0.331,0.391,0.722,*4,0
2620,Ray Morgan,1916,27,WSH,AL,99,402,315,41,84,12,4,1,29,59,,29,10,14,,,14,,0.267,0.398,0.34,0.738,*4/6H35,0
2621,Frank Snyder,1915,21,STL,NL,144,522,473,41,141,22,7,2,55,39,,49,1,9,,,3,6,0.298,0.353,0.387,0.74,*2/H,0
2622,Amos Strunk,1912,23,PHA,AL,122,488,412,58,119,13,12,3,63,47,,61,3,25,,,29,14,0.289,0.366,0.401,0.766,87/H,0
2623,Dode Paskert,1912,30,PHI,NL,145,649,540,102,170,37,5,2,43,91,,67,7,11,,,36,,0.315,0.42,0.413,0.833,*8/4H5,0
2624,Danny Hoffman,1909,29,SLB,AL,110,442,387,44,104,6,7,2,26,41,,67,7,5,,,24,,0.269,0.349,0.336,0.685,*8/9,0
2625,Al Bridwell,1909,25,NYG,NL,145,566,476,59,140,11,5,0,55,67,,15,4,19,,,32,,0.294,0.386,0.338,0.724,*6,0
2626,Doc Gessler,1909,28,TOT,AL,128,518,450,67,128,26,2,0,54,43,,55,11,6,,,20,,0.284,0.361,0.351,0.712,*9/H3,0
2627,Art Griggs,1909,25,SLB,AL,108,402,364,38,102,17,5,0,43,24,,38,3,10,,,11,,0.28,0.33,0.354,0.684,37/H4986,0
2628,Moose Grimshaw,1906,30,BOS,AL,110,463,428,46,124,16,12,0,48,23,,31,4,8,,,5,,0.29,0.332,0.383,0.715,*3,0
2629,Terry Turner,1906,25,CLE,AL,147,643,584,85,170,27,7,2,62,35,,43,6,18,,,27,,0.291,0.338,0.372,0.709,*6,0
2630,Chick Stahl,1906,33,BOS,AL,155,668,595,63,170,24,6,4,51,47,,40,8,17,,,13,,0.286,0.346,0.366,0.713,*8/7,0
2631,Sherry Magee,1904,19,PHI,NL,95,394,364,51,101,15,12,3,57,14,,23,2,7,,,11,,0.278,0.308,0.409,0.717,*97/38,0
2632,Sam Mertes,1904,31,NYG,NL,148,611,532,83,147,28,11,4,78,54,,48,3,22,,,47,,0.276,0.346,0.393,0.739,*78/6,0
2633,Kip Selbach,1902,30,BLA,AL,128,574,503,86,161,27,9,3,60,58,,18,2,10,,,22,,0.32,0.393,0.427,0.82,*7,0
2634,Jimmy Sheckard,1902,23,BRO,NL,123,555,486,86,129,20,10,4,37,57,,45,5,7,,,23,,0.265,0.349,0.372,0.721,*7/8,0
2635,Kitty Bransfield,1902,27,PIT,NL,102,442,413,49,126,21,8,0,69,17,,29,2,10,,,23,,0.305,0.336,0.395,0.73,*3,0
2636,Roy Thomas,1901,27,PHI,NL,129,603,479,102,148,5,2,1,28,100,,56,9,15,,,27,,0.309,0.437,0.334,0.771,*8,0
2637,Dan McGann,1899,27,TOT,NL,140,580,498,114,148,20,12,7,90,35,,28,37,10,,,27,,0.297,0.386,0.428,0.814,*3,0
2638,Bill Dahlen,1898,28,CHC,NL,142,619,521,96,151,35,8,1,79,58,,41,23,17,,,27,,0.29,0.385,0.394,0.779,*6,0
2639,Deacon McGuire,1895,31,WHS,NL,133,588,538,89,181,30,8,10,97,40,,18,5,5,,,17,,0.336,0.388,0.478,0.865,*2/6,0
2640,Cupid Childs,1894,26,CLV,NL,118,595,479,143,169,21,12,2,52,107,,11,5,4,,,17,,0.353,0.476,0.459,0.935,*4,0
2641,Jack Clements,1893,28,PHI,NL,94,420,376,64,107,20,3,17,80,39,,29,5,,,,3,,0.285,0.36,0.489,0.849,*2/3,0
2642,Sam Wise,1893,35,WHS,NL,122,574,521,102,162,27,17,5,77,49,,27,4,,,,20,,0.311,0.375,0.457,0.831,*45,0
2643,Jack Doyle,1892,22,TOT,NL,114,481,454,78,135,26,2,6,69,24,,40,3,,,,47,,0.297,0.337,0.403,0.74,24958/637,0
2644,Mike Tiernan,1887,20,NYG,NL,103,442,407,82,117,13,12,10,62,32,,31,3,,,,28,,0.288,0.344,0.452,0.796,978/1,0
2645,Fred Dunlap,1886,27,TOT,NL,122,525,481,85,132,23,5,7,69,44,,51,,,,,20,,0.274,0.335,0.387,0.722,*4/8,0
2646,John Morrill,1885,30,BSN,NL,111,458,394,74,89,20,7,4,44,64,,78,,,,,,,0.226,0.334,0.343,0.677,*34/5,0
2647,Jim Whitney,1883,25,BSN,NL,96,434,409,78,115,27,10,5,57,25,,29,,,,,,,0.281,0.323,0.433,0.755,189/3,0
2648,Tom York,1882,31,PRO,NL,81,340,321,48,86,23,7,1,40,19,,14,,,,,,,0.268,0.309,0.393,0.701,*7,0
2649,Terry Larkin,1878,22,CHC,NL,58,243,226,33,65,9,4,0,32,17,,17,,,,,,,0.288,0.337,0.363,0.7,*1/75,0
2650,Al Spalding,1876,25,CHC,NL,66,298,292,54,91,14,2,0,44,6,,3,,,,,,,0.312,0.326,0.373,0.699,*1/7368,0
2651,Jeimer Candelario,2021,27,DET,AL,149,626,557,75,151,42,3,16,67,65,1,135,4,0,0,10,0,0,0.271,0.351,0.443,0.795,*5/D,0
2652,Cavan Biggio,2020,25,TOR,AL,59,265,220,41,55,16,0,8,28,41,0,61,3,0,0,2,6,0,0.25,0.375,0.432,0.807,495/8H7D,0
2653,Mark Canha,2020,31,OAK,AL,59,243,191,32,47,12,2,5,33,37,1,54,10,0,5,2,4,0,0.246,0.387,0.408,0.795,D97/83,0
2654,Wilmer Flores,2020,28,SFG,NL,55,213,198,30,53,11,1,12,32,13,1,36,1,0,1,5,1,0,0.268,0.315,0.515,0.83,D34/H5,0
2655,Adam Eaton,2015,26,CHW,AL,153,689,610,98,175,28,9,14,56,58,2,131,14,5,2,5,18,8,0.287,0.361,0.431,0.792,*8/DH,0
2656,Andres Torres,2010,32,SFG,NL,139,570,507,84,136,43,8,16,63,56,2,128,2,5,0,10,26,7,0.268,0.343,0.479,0.823,897H,0
2657,Adam LaRoche,2009,29,TOT,NL,144,610,536,76,149,36,2,24,80,69,12,140,0,0,5,10,2,2,0.278,0.357,0.487,0.844,*3/H,0
2658,Chris Coghlan,2009,24,FLA,NL,128,565,504,84,162,31,6,9,47,53,2,77,4,3,1,3,8,5,0.321,0.39,0.46,0.85,*7/H4,0
2659,Nick Johnson,2009,30,TOT,NL,133,574,457,71,133,24,2,8,62,99,4,84,12,1,5,15,2,4,0.291,0.426,0.405,0.831,*3/H,0
2660,Adam LaRoche,2008,28,PIT,NL,136,554,492,66,133,32,3,25,85,54,7,122,2,0,6,9,1,1,0.27,0.341,0.5,0.841,*3/HD,0
2661,Pat Burrell,2006,29,PHI,NL,144,567,462,80,119,24,1,29,95,98,5,131,3,0,4,11,0,0,0.258,0.388,0.502,0.89,*7H/D,0
2662,Lyle Overbay,2004,27,MIL,NL,159,668,579,83,174,53,1,16,87,81,9,128,2,0,6,11,2,1,0.301,0.385,0.478,0.863,*3/H,0
2663,Casey Blake,2004,30,CLE,AL,152,668,587,93,159,36,3,28,88,68,2,139,9,1,3,19,5,8,0.271,0.354,0.486,0.839,*5/3,0
2664,Tim Salmon,2003,34,ANA,AL,148,621,528,78,145,35,4,19,72,77,3,93,10,0,6,12,3,1,0.275,0.374,0.464,0.838,9D/H,0
2665,Doug Mientkiewicz,2003,29,MIN,AL,142,574,487,67,146,38,1,11,65,74,4,55,5,2,6,9,4,1,0.3,0.393,0.45,0.843,*3/9H4D5,0
2666,Corey Koskie,2003,30,MIN,AL,131,562,469,76,137,29,2,14,69,77,5,113,7,0,9,5,11,5,0.292,0.393,0.452,0.845,*5,0
2667,Mark Kotsay,2002,26,SDP,NL,153,646,578,82,169,27,7,17,61,59,0,89,3,2,4,10,11,9,0.292,0.359,0.452,0.81,*8/H,0
2668,Phil Plantier,1993,24,SDP,NL,138,536,462,67,111,20,1,34,100,61,7,124,7,1,5,4,4,5,0.24,0.335,0.509,0.843,*7/H,0
2669,Tony Phillips,1991,32,DET,AL,146,655,564,87,160,28,4,17,72,79,5,95,3,3,6,8,10,5,0.284,0.371,0.438,0.809,5479D6/8H,0
2670,Jim Eisenreich,1989,30,KCR,AL,134,519,475,64,139,33,7,9,59,37,9,44,0,3,4,8,27,8,0.293,0.341,0.448,0.79,897D/H,0
2671,Cory Snyder,1988,25,CLE,AL,142,558,511,71,139,24,3,26,75,42,7,101,1,0,4,12,5,1,0.272,0.326,0.483,0.81,*9/8H7D,0
2672,Steve Henderson,1981,28,CHC,NL,82,337,287,32,84,9,5,5,35,42,7,61,2,2,4,7,5,7,0.293,0.382,0.411,0.793,*7/H,0
2673,Greg Gross,1974,21,HOU,NL,156,676,589,78,185,21,8,0,36,76,4,39,1,9,1,13,12,20,0.314,0.393,0.377,0.77,*97/H,0
2674,Ollie Brown,1970,26,SDP,NL,139,577,534,79,156,34,1,23,89,34,8,78,0,3,6,14,5,3,0.292,0.331,0.489,0.82,*9/H,0
2675,Roy Foster,1970,24,CLE,AL,139,545,477,66,128,26,0,23,60,54,4,75,12,1,1,15,3,3,0.268,0.357,0.468,0.824,*79/H,0
2676,Ken McMullen,1969,27,WSA,AL,158,642,562,83,153,25,2,19,87,70,6,103,1,1,8,10,4,5,0.272,0.35,0.425,0.775,*5/H,0
2677,Jim Delsing,1953,27,DET,AL,138,552,479,77,138,26,6,11,62,66,6,39,5,2,,8,1,3,0.288,0.38,0.436,0.816,*8/H,0
2678,Bob Nieman,1952,25,SLB,AL,131,533,478,66,138,22,2,18,74,46,3,73,1,8,,14,0,4,0.289,0.352,0.456,0.809,*97H,0
2679,Babe Herman,1936,33,CIN,NL,119,422,380,59,106,25,2,13,71,39,6,36,1,1,,11,4,4,0.279,0.348,0.458,0.806,*7H/39,0
2680,Johnny Vergez,1933,26,NYG,NL,123,508,458,57,124,21,6,16,72,39,1,66,3,7,,16,1,2,0.271,0.332,0.448,0.78,*5,0
2681,Sam Leslie,1933,27,TOT,NL,136,545,501,62,148,23,7,8,73,35,4,23,8,1,,20,1,1,0.295,0.351,0.417,0.768,*3/H,0
2682,George Watkins,1932,32,STL,NL,127,511,458,67,143,35,3,9,63,45,3,46,8,0,,,18,11,0.312,0.384,0.461,0.844,978H,0
2683,Don Hurst,1931,25,PHI,NL,137,567,489,63,149,37,5,11,91,64,3,28,1,13,,,8,7,0.305,0.386,0.468,0.855,*3/H,0
2684,Bibb Falk,1929,30,CLE,AL,125,489,426,65,133,30,7,13,93,42,1,14,0,20,,,4,4,0.312,0.374,0.507,0.881,97H,0
2685,Baby Doll Jacobson,1924,33,SLB,AL,152,646,579,103,184,41,12,19,97,35,,45,4,24,,,6,8,0.318,0.361,0.529,0.889,*8,0
2686,Bernie Friberg,1923,23,CHC,NL,146,617,547,91,174,27,11,12,88,45,,49,2,23,,,13,19,0.318,0.372,0.474,0.846,*5/H,0
2687,Irish Meusel,1922,29,NYG,NL,154,676,617,100,204,28,17,16,132,35,,33,2,22,,,12,10,0.331,0.369,0.509,0.877,*7,0
2688,Bobby Veach,1922,34,DET,AL,155,705,618,96,202,34,13,9,126,42,,27,8,36,,,9,1,0.327,0.377,0.468,0.845,*7/H,0
2689,Frank Snyder,1922,28,NYG,NL,104,354,318,34,109,21,5,5,51,23,,25,0,13,,,1,5,0.343,0.387,0.487,0.875,*2H,0
2690,Heinie Groh,1920,30,CIN,NL,145,633,550,86,164,28,12,0,49,60,,29,8,14,,,16,19,0.298,0.375,0.393,0.768,*5/6H,0
2691,Braggo Roth,1920,27,WSH,AL,138,561,468,80,136,23,8,9,92,75,,57,6,12,,,24,12,0.291,0.395,0.432,0.827,*9H/7,0
2692,Austin McHenry,1919,23,STL,NL,110,403,371,41,106,19,11,1,47,19,,57,1,12,,,7,,0.286,0.322,0.404,0.727,*78/H9,0
2693,Burt Shotton,1919,34,STL,NL,85,299,270,35,77,13,5,1,20,22,,25,1,6,,,16,,0.285,0.341,0.382,0.723,*7H/9,0
2694,Max Flack,1919,29,CHC,NL,116,517,469,71,138,20,4,6,35,34,,13,3,11,,,18,,0.294,0.346,0.392,0.738,*9,0
2695,Dode Paskert,1918,36,CHC,NL,127,539,461,69,132,24,3,3,59,53,,49,2,23,,,20,,0.286,0.362,0.371,0.733,*8/5,0
2696,Bobby Veach,1918,30,DET,AL,127,557,499,63,139,21,13,3,84,35,,23,4,17,,,21,,0.279,0.331,0.391,0.722,*7/91,0
2697,Lee Magee,1918,29,CIN,NL,119,514,459,61,133,22,13,0,28,28,,19,0,27,,,19,,0.29,0.331,0.394,0.725,*4/5H,0
2698,Sherry Magee,1917,32,TOT,NL,117,435,383,41,107,16,8,1,52,29,,30,5,18,,,11,,0.279,0.338,0.371,0.709,*79H/38,0
2699,William Fischer,1917,26,PIT,NL,95,277,245,25,70,9,2,3,25,27,,19,1,4,,,11,,0.286,0.359,0.376,0.735,*2H/3,0
2700,Mike Menosky,1917,22,WSH,AL,114,382,322,46,83,12,10,1,34,45,,55,6,9,,,22,,0.258,0.359,0.367,0.726,*7H/89,0
2701,Art Fletcher,1916,31,NYG,NL,133,542,500,53,143,23,8,3,66,13,,36,14,15,,,15,,0.286,0.323,0.382,0.705,*6,0
2702,Heinie Groh,1915,25,CIN,NL,160,677,587,72,170,32,9,3,50,50,,33,9,31,,,12,17,0.29,0.355,0.39,0.745,*54,0
2703,Wally Schang,1915,25,PHA,AL,116,451,359,64,89,9,11,1,44,66,,47,14,12,,,18,3,0.248,0.385,0.343,0.728,5278/H,0
2704,Johnny Bates,1913,29,CIN,NL,131,492,407,63,113,13,7,6,51,67,,30,6,12,,,21,9,0.278,0.388,0.388,0.776,*98H,0
2705,Chick Gandil,1912,24,WSH,AL,117,492,443,59,135,20,15,2,81,27,,43,4,18,,,19,17,0.305,0.35,0.431,0.781,*3,0
2706,Steve Evans,1911,26,STL,NL,154,625,547,74,161,24,13,5,71,46,,52,19,13,,,13,,0.294,0.369,0.413,0.783,*9/H,0
2707,Clyde Milan,1911,24,WSH,AL,154,709,616,109,194,24,8,3,35,74,,40,7,8,,,58,,0.315,0.395,0.395,0.789,*8,0
2708,Harry Wolter,1910,25,NYY,AL,135,572,479,84,128,15,9,4,42,66,,61,7,20,,,39,,0.267,0.364,0.361,0.725,*9/H837,0
2709,Bobby Byrne,1910,25,PIT,NL,148,679,602,101,178,43,12,2,52,66,,27,1,10,,,36,,0.296,0.366,0.417,0.783,*5,0
2710,Harry Davis,1909,35,PHA,AL,149,604,530,73,142,22,11,4,75,51,,72,5,17,,,20,,0.268,0.338,0.374,0.712,*3,0
2711,Clyde Engle,1909,25,NYY,AL,135,563,492,66,137,20,5,3,71,47,,55,5,19,,,18,,0.279,0.347,0.358,0.705,*78/H,0
2712,Harry Lord,1909,27,BOS,AL,136,592,534,89,168,12,7,0,31,20,,39,8,30,,,36,,0.315,0.349,0.363,0.712,*5/H,0
2713,John Titus,1909,33,PHI,NL,151,650,540,69,146,22,6,3,46,66,,43,16,23,,,23,,0.27,0.367,0.35,0.717,*9/H,0
2714,Topsy Hartsel,1908,34,PHA,AL,129,565,460,73,112,16,6,4,29,93,,55,0,8,,,15,,0.244,0.371,0.33,0.701,*7,0
2715,Jake Stahl,1908,29,TOT,AL,153,609,536,63,134,27,16,2,65,31,,80,23,19,,,30,,0.25,0.319,0.371,0.69,37/8H,0
2716,Claude Ritchey,1908,34,BSN,NL,121,500,421,44,115,10,3,2,36,50,,13,8,21,,,7,,0.273,0.361,0.325,0.687,*4/H,0
