Rk,Player,Year,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,Pos,All Star and/or HOF (played prior to 1933 when AS Game was created)
2368,George Stovall,1908,30,CLE,AL,138,584,534,71,156,29,6,2,45,17,,45,2,31,,,14,,0.292,0.317,0.38,0.697,*3/86,0
2369,Doc Gessler,1905,24,BRO,NL,126,486,431,44,125,17,4,3,46,38,,56,14,3,,,26,,0.29,0.367,0.369,0.735,*39/H78,0
2370,Jimmy Callahan,1905,31,CHW,AL,96,391,345,50,94,18,6,1,43,29,,42,4,10,,,26,,0.273,0.336,0.368,0.704,*79/H8,0
2371,Jim Delahanty,1904,25,BSN,NL,142,547,499,56,142,27,8,3,60,27,,38,9,6,,,16,,0.285,0.333,0.389,0.722,*54/7H1,0
2372,Patsy Donovan,1902,37,STL,NL,126,552,502,70,158,12,4,0,35,28,,15,10,11,,,34,,0.315,0.363,0.355,0.718,*9,0
2373,Mike Grady,1901,31,WSH,AL,94,385,347,57,99,17,10,9,56,27,,31,8,1,,,14,,0.285,0.351,0.47,0.821,32/7,0
2374,Billy Hoy,1901,39,CHW,AL,132,641,527,112,155,28,11,2,60,86,,23,14,14,,,27,,0.294,0.407,0.4,0.807,*8,0
2375,George Van Haltren,1898,32,NYG,NL,156,722,654,129,204,28,16,2,68,59,,40,4,5,,,36,,0.312,0.372,0.413,0.785,*87/9,0
2376,Deacon McGuire,1897,33,WHS,NL,93,351,327,51,112,17,7,4,53,21,,12,2,1,,,9,,0.343,0.386,0.474,0.86,*2/3,0
2377,Jack Clements,1892,27,PHI,NL,109,448,402,50,106,25,6,8,76,43,,40,3,,,,7,,0.264,0.339,0.415,0.755,*2,0
2378,George Wood,1887,28,PHI,NL,113,537,491,118,142,22,19,14,66,40,,51,6,,,,19,,0.289,0.35,0.497,0.847,*7/645,0
2379,George Wood,1882,23,DTN,NL,84,389,375,69,101,12,12,7,29,14,,30,,,,,,,0.269,0.296,0.421,0.717,*7,0
2380,John Clapp,1876,24,STL,NL,64,306,298,60,91,4,2,0,29,8,,2,,,,,,,0.305,0.324,0.332,0.656,*2/984,0
2381,Robbie Grossman,2020,30,OAK,AL,51,192,166,23,40,12,2,8,23,21,2,38,5,0,0,1,8,1,0.241,0.344,0.482,0.826,*7/H8D9,0
2382,Domingo Santana,2017,24,MIL,NL,151,607,525,88,146,29,0,30,85,73,2,178,6,0,3,12,15,4,0.278,0.371,0.505,0.876,*9/H,0
2383,Neil Walker,2014,28,PIT,NL,137,571,512,74,139,25,3,23,76,45,2,88,11,1,2,12,2,2,0.272,0.342,0.467,0.809,*4/H,0
2384,Will Venable,2013,30,SDP,NL,151,515,481,64,129,22,8,22,53,29,4,118,2,2,1,6,22,6,0.268,0.312,0.484,0.796,98H,0
2385,Garrett Jones,2012,31,PIT,NL,145,515,475,68,130,28,3,27,86,33,2,103,0,0,7,3,2,0,0.274,0.317,0.516,0.832,39H/D,0
2386,David Murphy,2012,30,TEX,AL,147,521,457,65,139,29,3,15,61,54,7,74,4,0,4,7,10,5,0.304,0.38,0.479,0.859,*79H/D8,0
2387,David Dellucci,2005,31,TEX,AL,128,518,435,97,109,17,5,29,65,76,0,121,5,0,2,7,5,3,0.251,0.367,0.513,0.879,D7H/98,0
2388,Eric Chavez,2003,25,OAK,AL,156,654,588,94,166,39,5,29,101,62,10,89,1,0,3,14,8,3,0.282,0.35,0.514,0.864,*5/H,0
2389,Derek Bell,1995,26,HOU,NL,112,499,452,63,151,21,2,8,86,33,2,71,8,0,6,10,27,9,0.334,0.385,0.443,0.827,*98/H,0
2390,Tony Phillips,1994,35,DET,AL,114,538,438,91,123,19,3,19,61,95,3,105,2,0,3,8,13,5,0.281,0.409,0.468,0.877,*74/DH,0
2391,Dion James,1987,24,ATL,NL,134,574,494,80,154,37,6,10,61,70,2,63,2,5,3,8,10,8,0.312,0.397,0.472,0.869,*87H,0
2392,Bill Robinson,1977,34,PIT,NL,137,544,507,74,154,32,1,26,104,25,3,92,3,4,5,8,12,6,0.304,0.337,0.525,0.862,375/H8,0
2393,Bobby Tolan,1970,24,CIN,NL,152,675,589,112,186,34,6,16,80,62,3,94,8,9,7,9,57,20,0.316,0.384,0.475,0.86,*8/H,0
2394,Mack Jones,1967,28,ATL,NL,140,534,454,72,115,23,4,17,50,64,4,108,9,4,3,7,10,6,0.253,0.355,0.434,0.789,*87H,0
2395,Solly Hemus,1952,29,STL,NL,151,690,570,105,153,28,8,15,52,96,0,55,20,4,,11,1,5,0.268,0.392,0.425,0.817,*6/5H,0
2396,Ralph Hodgin,1943,28,CHW,AL,117,435,407,52,128,22,8,1,50,20,3,24,6,2,,8,3,5,0.315,0.356,0.415,0.771,59H7,0
2397,Ron Northey,1943,23,PHI,NL,147,644,586,72,163,31,5,16,68,51,6,52,3,4,,6,2,4,0.278,0.339,0.43,0.769,*9/H,0
2398,Wally Judnich,1940,24,SLB,AL,137,577,519,97,157,27,7,24,89,54,3,71,0,4,,7,8,5,0.303,0.368,0.52,0.888,*8/H,0
2399,Joe Kuhel,1933,27,WSH,AL,153,674,602,89,194,34,10,11,107,59,6,48,2,11,,,17,8,0.322,0.385,0.467,0.851,*3,0
2400,Charlie Grimm,1931,32,CHC,NL,146,596,531,65,176,33,11,4,66,53,4,29,1,11,,,1,1,0.332,0.393,0.458,0.851,*3/H,0
2401,Johnny Frederick,1929,27,BRO,NL,148,682,628,127,206,52,6,24,75,39,1,34,5,10,,,6,8,0.328,0.372,0.545,0.917,*8/H,0
2402,Joe Harris,1927,36,PIT,NL,129,486,411,57,134,27,9,5,73,48,,19,4,23,,,0,,0.326,0.402,0.472,0.874,*3H/7,0
2403,George Grantham,1924,24,CHC,NL,127,539,469,85,148,19,6,12,60,55,,63,2,13,,,21,21,0.316,0.39,0.458,0.848,*4/5H,0
2404,Charlie Grimm,1923,24,PIT,NL,152,614,563,78,194,29,13,7,99,41,,43,0,10,,,6,9,0.345,0.389,0.48,0.869,*3,0
2405,Ray Grimes,1921,27,CHC,NL,147,622,530,91,170,38,6,6,79,70,,55,6,16,,,5,8,0.321,0.406,0.449,0.855,*3/H,0
2406,Tillie Walker,1921,33,PHA,AL,142,640,556,89,169,32,5,23,101,73,,41,4,7,,,3,5,0.304,0.389,0.504,0.892,*7/H,0
2407,Jake Daubert,1920,36,CIN,NL,142,630,553,97,168,28,13,4,48,47,,29,3,27,,,11,13,0.304,0.362,0.423,0.785,*3/H,0
2408,Benny Kauff,1919,29,NYG,NL,135,544,491,73,136,27,7,10,67,39,,45,3,11,,,21,,0.277,0.334,0.422,0.756,*8/H,0
2409,Sherry Magee,1915,30,BSN,NL,156,655,571,72,160,34,12,2,87,54,,39,7,23,,,15,12,0.28,0.35,0.392,0.742,873/4,0
2410,Jack Meyers,1913,32,NYG,NL,120,430,378,37,118,18,5,3,47,37,,22,9,4,,,7,9,0.312,0.387,0.41,0.797,*2/H,0
2411,Owen Wilson,1911,27,PIT,NL,148,603,544,72,163,34,12,12,107,41,,55,4,14,,,10,,0.3,0.353,0.472,0.826,*9/H8,0
2412,Dode Paskert,1910,28,CIN,NL,144,597,506,63,152,21,5,2,46,70,,60,3,16,,,51,,0.3,0.389,0.374,0.762,*8/97H3,0
2413,Sam Mertes,1905,32,NYG,NL,150,631,551,81,154,27,17,5,108,56,,51,5,15,,,52,,0.28,0.351,0.417,0.769,*7/8,0
2414,Chick Stahl,1901,28,BOS,AL,131,596,515,105,156,20,16,6,72,54,,16,7,20,,,29,,0.303,0.377,0.439,0.816,*8,0
2415,Dan McGann,1898,26,BLN,NL,145,635,535,99,161,18,8,5,106,53,,30,39,8,,,33,,0.301,0.404,0.393,0.796,*3,0
2416,Bill Joyce,1898,30,NYG,NL,145,619,508,91,131,20,9,10,91,88,,60,18,5,,,34,,0.258,0.386,0.392,0.778,*35/4,0
2417,Tommy Tucker,1897,33,TOT,NL,97,409,366,52,122,20,5,5,65,29,,27,11,3,,,18,,0.333,0.399,0.456,0.855,*3,0
2418,Oyster Burns,1894,29,BRO,NL,126,569,513,107,182,32,14,5,109,44,,18,3,9,,,30,,0.355,0.409,0.501,0.91,*9,0
2419,Tom Daly,1893,27,BRO,NL,126,546,470,94,136,21,14,8,70,76,,65,0,,,,32,,0.289,0.388,0.445,0.833,45,0
2420,Billy Nash,1887,22,BSN,NL,121,537,475,100,140,24,12,6,94,60,,30,2,,,,43,,0.295,0.376,0.434,0.81,*5/79,0
2421,Billy O'Brien,1887,27,WHS,NL,113,479,453,71,126,16,12,19,73,21,,17,5,,,,11,,0.278,0.317,0.492,0.81,*3/5847,0
2422,Jack Farrell,1883,25,PRO,NL,95,435,420,92,128,24,11,3,61,15,,21,,,,,,,0.305,0.329,0.436,0.764,*4,0
2423,Orator Shafer,1880,28,CLV,NL,83,355,338,62,90,14,9,0,21,17,,36,,,,,,,0.266,0.301,0.361,0.662,*9,0
2424,Joe Start,1880,37,PRO,NL,82,358,345,53,96,14,6,0,27,13,,20,,,,,,,0.278,0.305,0.354,0.658,*3,0
2425,Jimmy Hallinan,1876,27,NYU,NL,54,242,240,45,67,7,6,2,36,2,,4,,,,,,,0.279,0.285,0.383,0.668,*6/49,0
2426,Donovan Solano,2020,32,SFG,NL,54,203,190,22,62,15,1,3,29,10,0,39,2,0,1,2,0,0,0.326,0.365,0.463,0.828,*4/H56,0
2427,Rhys Hoskins,2018,25,PHI,NL,153,660,558,89,137,38,0,34,96,87,2,150,9,0,5,7,5,3,0.246,0.354,0.496,0.85,*73/HD,0
2428,Eric Thames,2017,30,MIL,NL,138,551,469,83,116,26,4,31,63,75,5,163,7,0,0,6,4,2,0.247,0.359,0.518,0.877,*37H/9D,0
2429,Pat Burrell,2008,31,PHI,NL,157,645,536,74,134,33,3,33,86,102,8,136,1,0,6,10,0,0,0.25,0.367,0.508,0.875,*7/H,0
2430,Bill Hall,2006,26,MIL,NL,148,608,537,101,145,39,4,35,85,63,6,162,1,3,4,12,8,9,0.27,0.346,0.553,0.899,*65/8H4,0
2431,Lyle Overbay,2006,29,TOR,AL,157,640,581,82,181,46,1,22,92,55,7,96,2,0,2,19,5,3,0.312,0.372,0.508,0.88,*3D/H,0
2432,David Segui,2000,33,TOT,AL,150,634,574,93,192,42,1,19,103,53,2,84,1,0,6,20,0,1,0.335,0.388,0.511,0.899,3D/9H,0
2433,Rusty Greer,1999,30,TEX,AL,147,662,556,107,167,41,3,20,101,96,2,67,5,0,5,17,2,2,0.3,0.405,0.493,0.898,*7/HD,0
2434,Derek Bell,1998,29,HOU,NL,156,695,630,111,198,41,2,22,108,51,0,126,4,0,10,14,13,3,0.314,0.364,0.491,0.855,*9/H,0
2435,Tim Salmon,1996,27,CAL,AL,156,681,581,90,166,27,4,30,98,93,7,125,4,0,3,8,4,2,0.286,0.386,0.501,0.887,*9/DH,0
2436,Candy Maldonado,1992,31,TOR,AL,137,560,489,64,133,25,4,20,66,59,3,112,7,2,3,13,2,2,0.272,0.357,0.462,0.819,*7/9DH,0
2437,Kevin McReynolds,1989,29,NYM,NL,148,599,545,74,148,25,3,22,85,46,10,74,1,0,7,8,15,7,0.272,0.326,0.45,0.775,*7/H,0
2438,Bill Doran,1985,27,HOU,NL,148,657,578,84,166,31,6,14,59,71,6,69,0,3,5,10,23,15,0.287,0.362,0.434,0.797,*4/H,0
2439,Dan Ford,1976,24,MIN,AL,145,571,514,87,137,24,7,20,86,36,2,118,10,5,6,12,17,6,0.267,0.323,0.457,0.781,*9H/D,0
2440,Cesar Geronimo,1976,28,CIN,NL,149,555,486,59,149,24,11,2,49,56,13,95,6,2,5,6,22,5,0.307,0.382,0.414,0.795,*8/H,0
2441,Jose Cardenal,1975,31,CHC,NL,154,666,574,85,182,30,2,9,68,77,5,50,4,4,7,11,34,12,0.317,0.397,0.423,0.821,*79/H,0
2442,John Briggs,1973,29,MIL,AL,142,580,488,78,120,20,7,18,57,87,6,83,2,1,2,6,15,9,0.246,0.361,0.426,0.787,*7/H9D,0
2443,Wes Parker,1969,29,LAD,NL,132,541,471,76,131,23,4,13,68,56,6,46,2,6,6,10,4,1,0.278,0.353,0.427,0.78,*3/H98,0
2444,Floyd Robinson,1964,28,CHW,AL,141,606,525,83,158,17,3,11,59,70,7,41,5,5,1,8,9,5,0.301,0.388,0.408,0.795,*97/H,0
2445,Hank Thompson,1954,28,NYG,NL,136,557,448,76,118,18,1,26,86,90,8,58,5,9,5,7,3,0,0.263,0.389,0.482,0.871,*5/H47,0
2446,Earl Torgeson,1951,27,BSN,NL,155,690,581,99,153,21,4,24,92,102,1,70,2,5,,18,20,11,0.263,0.375,0.437,0.812,*3,0
2447,Tommy Glaviano,1950,26,STL,NL,115,510,410,92,117,29,2,11,44,90,0,74,6,4,,6,6,5,0.285,0.421,0.446,0.867,*5/H46,0
2448,Dutch Meyer,1945,29,CLE,AL,130,567,524,71,153,29,8,7,48,40,1,32,0,3,,12,2,4,0.292,0.342,0.418,0.76,*4,0
2449,George Myatt,1945,31,WSH,AL,133,575,490,81,145,17,7,1,39,63,2,43,2,20,,3,30,11,0.296,0.378,0.365,0.744,*49/5H67,0
2450,Ray Sanders,1944,27,STL,NL,154,683,601,87,177,34,9,12,102,71,6,50,2,9,,12,2,2,0.295,0.371,0.441,0.812,*3/H,0
2451,John Stone,1937,31,WSH,AL,139,610,542,84,179,33,15,6,88,66,3,36,0,1,,,6,4,0.33,0.403,0.48,0.883,*97/8H,0
2452,Joe Kuhel,1936,30,WSH,AL,149,660,588,107,189,42,8,16,118,64,2,30,4,3,,,15,7,0.321,0.392,0.502,0.894,*3,0
2453,John Stone,1934,28,WSH,AL,113,483,419,77,132,28,7,7,67,52,0,26,3,9,,,1,2,0.315,0.395,0.465,0.86,*98/H,0
2454,Babe Herman,1934,31,CHC,NL,125,508,467,65,142,34,5,14,84,35,4,71,0,5,,9,1,11,0.304,0.353,0.488,0.841,*9H/3,0
2455,Max Bishop,1933,33,PHA,AL,117,505,391,80,115,27,1,4,42,106,0,46,1,7,,,1,5,0.294,0.446,0.399,0.845,*4/H,0
2456,Lu Blue,1931,34,CHW,AL,155,726,589,119,179,23,15,1,62,127,1,60,3,6,,,13,3,0.304,0.43,0.399,0.829,*3,0
2457,Dave Harris,1930,29,TOT,AL,106,340,291,56,86,21,9,9,57,35,3,57,1,12,,,6,3,0.296,0.373,0.522,0.895,79H8,0
2458,Curt Walker,1929,32,CIN,NL,141,601,492,76,154,28,15,7,83,85,7,17,2,22,,,17,17,0.313,0.416,0.474,0.89,*9/H,0
2459,Bob Meusel,1925,28,NYY,AL,156,697,624,101,181,34,12,33,134,54,,55,1,17,,,13,14,0.29,0.348,0.542,0.889,795,0
2460,Ike Boone,1925,28,BOS,AL,133,546,476,79,157,34,5,9,68,60,,19,1,8,,,1,4,0.33,0.406,0.479,0.885,*9H,0
2461,George Grantham,1925,25,PIT,NL,114,423,359,74,117,24,6,8,52,50,,29,3,11,,,14,4,0.326,0.413,0.493,0.906,*3H,0
2462,Johnny Bassler,1924,29,DET,AL,124,457,379,43,131,20,3,1,68,62,,11,3,12,,,2,1,0.346,0.441,0.422,0.864,*2/H,0
2463,George Burns,1923,30,BOS,AL,146,616,551,91,181,47,5,7,82,45,,33,7,12,,,9,7,0.329,0.386,0.47,0.857,*3,0
2464,Cy Williams,1922,34,PHI,NL,151,676,584,98,180,30,6,26,92,74,,49,6,12,,,11,14,0.308,0.392,0.514,0.905,*8/H,0
2465,Cliff Lee,1922,25,PHI,NL,122,463,422,65,136,29,6,17,77,32,,43,1,7,,,2,3,0.322,0.371,0.54,0.912,*73H/95,0
2466,Fred Luderus,1919,33,PHI,NL,138,576,509,60,149,30,6,5,49,54,,48,4,9,,,6,,0.293,0.365,0.405,0.77,*3,0
2467,Duffy Lewis,1917,29,BOS,AL,150,620,553,55,167,29,9,1,65,29,,54,5,33,,,8,,0.302,0.342,0.392,0.735,*7,0
2468,George Burns,1916,26,NYG,NL,155,697,623,105,174,24,8,5,41,63,,47,1,9,,,37,26,0.279,0.346,0.368,0.714,*7,0
2469,Dode Paskert,1916,34,PHI,NL,149,625,555,82,155,30,7,8,46,54,,76,3,12,,,22,21,0.279,0.346,0.402,0.748,*8/7H6,0
2470,Ivan Howard,1915,32,SLB,AL,113,381,324,43,90,10,7,2,43,43,,48,3,10,,,29,12,0.278,0.368,0.37,0.738,35H9/7684,0
2471,Fred Merkle,1915,26,NYG,NL,140,558,505,52,151,25,3,4,62,36,,39,2,14,,,20,15,0.299,0.348,0.384,0.732,*38/9H7,0
2472,Joe Connolly,1913,29,BSN,NL,126,513,427,79,120,18,11,5,57,66,,47,1,19,,,18,21,0.281,0.379,0.41,0.788,*7/H9,0
2473,Red Smith,1913,23,BRO,NL,151,614,540,70,160,40,10,6,76,45,,67,7,22,,,22,19,0.296,0.358,0.441,0.799,*5,0
2474,Jake Stahl,1912,33,BOS,AL,95,381,326,40,98,21,6,3,60,31,,51,6,17,,,13,22,0.301,0.372,0.429,0.801,*3/H,0
2475,Del Pratt,1912,24,SLB,AL,152,622,570,76,172,26,15,5,69,36,,68,4,12,,,24,30,0.302,0.348,0.426,0.774,*46/985,0
2476,Mike Mitchell,1910,30,CIN,NL,156,668,583,79,167,16,18,5,88,59,,56,4,22,,,35,,0.286,0.356,0.401,0.757,*98/3,0
2477,Ted Easterly,1910,25,CLE,AL,110,398,363,34,111,16,6,0,55,21,,27,0,14,,,10,,0.306,0.344,0.383,0.727,29H,0
2478,Larry Gardner,1910,24,BOS,AL,113,482,413,56,117,12,10,2,36,41,,52,4,17,,,8,,0.283,0.354,0.375,0.729,*4/H,0
2479,Johnny Bates,1909,25,TOT,NL,140,580,502,70,146,26,4,2,38,48,,53,6,24,,,37,,0.291,0.36,0.371,0.73,78/H,0
2480,Tommy Leach,1908,30,PIT,NL,152,668,583,93,151,24,16,5,41,54,,40,2,27,,,24,,0.259,0.324,0.381,0.705,*5/8,0
2481,Harry Davis,1907,33,PHA,AL,149,638,582,84,155,35,8,8,87,42,,61,2,12,,,20,,0.266,0.318,0.395,0.713,*3/8,0
2482,Jim Delahanty,1906,27,CIN,NL,115,451,379,63,106,21,4,1,39,45,,32,10,12,,,21,,0.28,0.371,0.364,0.735,*5/6H7,0
2483,John Titus,1906,30,PHI,NL,145,587,484,67,129,22,5,1,57,78,,39,9,16,,,12,,0.267,0.378,0.339,0.717,*9/8H,0
2484,Harry Bay,1905,27,CLE,AL,144,627,552,90,166,18,10,0,22,36,,49,5,30,,,36,,0.301,0.349,0.37,0.719,*8,0
2485,Roy Thomas,1902,28,PHI,NL,138,626,500,89,143,4,7,0,24,107,,53,2,17,,,17,,0.286,0.414,0.322,0.736,*8,0
2486,Kid Elberfeld,1901,26,DET,AL,121,509,432,76,133,21,11,3,76,57,,18,7,12,,,23,,0.308,0.397,0.428,0.825,*6,0
2487,Tom McCreery,1901,26,BRO,NL,91,374,335,47,97,11,14,3,53,32,,50,2,1,,,13,,0.29,0.355,0.433,0.788,*8/376,0
2488,Sam Mertes,1899,26,CHC,NL,117,474,426,83,127,13,16,9,81,33,,35,0,15,,,45,,0.298,0.349,0.467,0.816,897/36,0
2489,Pearce Chiles,1899,32,PHI,NL,97,356,338,57,108,28,7,2,76,16,,19,1,1,,,6,,0.32,0.352,0.462,0.814,9347/8,0
2490,Billy Hoy,1898,36,LOU,NL,148,659,582,104,177,15,16,6,66,49,,33,9,19,,,37,,0.304,0.367,0.416,0.783,*8,0
2491,Mike Griffin,1897,32,BRO,NL,134,637,534,136,169,25,11,2,56,81,,13,10,12,,,16,,0.317,0.416,0.416,0.832,*8,0
2492,John McGraw,1897,24,BLN,NL,106,507,391,90,127,15,3,0,48,99,,15,9,8,,,44,,0.325,0.471,0.379,0.849,*5,0
2493,Mike Tiernan,1897,30,NYG,NL,128,595,532,123,174,29,10,5,72,61,,36,1,1,,,40,,0.327,0.397,0.447,0.845,*97,0
2494,Jimmy Bannon,1895,24,BSN,NL,124,564,493,101,171,35,5,6,74,54,,31,5,12,,,28,,0.347,0.417,0.475,0.891,*9/71,0
2495,Ed McKean,1895,31,CLV,NL,132,633,569,131,194,32,17,8,119,46,,26,7,11,,,13,,0.341,0.397,0.499,0.896,*6,0
2496,Bug Holliday,1894,27,CIN,NL,123,568,521,126,196,24,8,13,123,41,,20,2,4,,,33,,0.376,0.424,0.528,0.952,*7/983,0
2497,Tom Daly,1894,28,BRO,NL,124,582,496,135,168,22,10,8,82,77,,42,5,4,,,51,,0.339,0.433,0.472,0.904,*4,0
2498,Henry Larkin,1892,32,WHS,NL,119,511,464,76,130,13,7,8,96,39,,21,8,,,,21,,0.28,0.346,0.39,0.737,*3/9,0
2499,Jimmy Ryan,1891,28,CHC,NL,118,566,505,110,140,22,15,9,66,53,,38,8,,,,27,,0.277,0.355,0.434,0.789,87/61,0
2500,Paul Hines,1888,33,IND,NL,133,562,513,84,144,26,3,4,58,41,,45,8,,,,31,,0.281,0.343,0.367,0.71,*8/36,0
2501,Alex McKinnon,1885,28,SLM,NL,100,419,411,42,121,21,6,1,44,8,,31,,,,,,,0.294,0.308,0.382,0.69,*3,0
2502,Joe Hornung,1882,25,BSN,NL,85,390,388,67,117,14,11,1,50,2,,25,,,,,,,0.302,0.305,0.402,0.707,*7/3,0
2503,Kyle Lewis,2020,24,SEA,AL,58,242,206,37,54,3,0,11,28,34,0,71,0,0,2,5,5,1,0.262,0.364,0.437,0.801,*8/HD,0
2504,Trent Grisham,2020,23,SDP,NL,59,252,215,42,54,8,3,10,26,31,0,64,3,1,1,1,10,1,0.251,0.352,0.456,0.808,*8/H,0
2505,Kyle Tucker,2020,23,HOU,AL,58,228,209,33,56,12,6,9,42,18,2,46,0,0,1,2,8,1,0.268,0.325,0.512,0.837,*7D/9H,0
2506,Alex Verdugo,2020,24,BOS,AL,53,221,201,36,62,16,0,6,15,17,1,45,2,0,1,4,4,0,0.309,0.367,0.478,0.844,97/H8D,0
2507,Luke Voit,2019,28,NYY,AL,118,510,429,72,113,21,1,21,62,71,2,142,9,0,1,12,0,0,0.263,0.378,0.464,0.842,*3D/H,0
2508,Hunter Dozier,2019,27,KCR,AL,139,586,523,75,146,29,10,26,84,55,2,148,3,0,5,9,2,2,0.279,0.348,0.522,0.87,*59D/3H,0
2509,Didi Gregorius,2018,28,NYY,AL,134,569,504,89,135,23,5,27,86,48,3,69,7,1,9,8,10,6,0.268,0.335,0.494,0.829,*6/H,0
2510,Jose Martinez,2018,29,STL,NL,152,590,534,64,163,30,0,17,83,49,0,104,2,2,3,15,0,3,0.305,0.364,0.457,0.821,39H/D,0
2511,Stephen Piscotty,2018,27,OAK,AL,151,605,546,78,146,41,0,27,88,42,0,114,12,0,5,21,2,0,0.267,0.331,0.491,0.821,*9/H,0
2512,Logan Forsythe,2015,28,TBR,AL,153,615,540,69,152,33,2,17,68,55,2,111,14,0,6,12,9,4,0.282,0.359,0.444,0.804,*43/5DH,0
2513,Adam LaRoche,2014,34,WSN,NL,140,586,494,73,128,19,0,26,92,82,9,108,2,0,8,13,3,0,0.259,0.362,0.456,0.817,*3/HD,0
2514,Chris Johnson,2013,28,ATL,NL,142,547,514,54,165,34,0,12,68,29,5,116,2,0,2,20,0,0,0.321,0.358,0.457,0.816,*53/H,0
2515,Delmon Young,2010,24,MIN,AL,153,613,570,77,170,46,1,21,112,28,5,81,6,0,9,16,5,4,0.298,0.333,0.493,0.826,*7/HD,0
2516,Reed Johnson,2006,29,TOR,AL,134,517,461,86,147,34,2,12,49,33,4,81,21,1,1,9,8,2,0.319,0.39,0.479,0.869,*798H/D,0
2517,Aubrey Huff,2004,27,TBD,AL,157,667,600,92,178,27,2,29,104,56,6,74,6,0,5,9,5,1,0.297,0.36,0.493,0.853,53D/7H9,0
2518,John Valentin,1997,30,BOS,AL,143,644,575,95,176,47,5,18,77,58,5,66,5,1,5,21,7,4,0.306,0.372,0.499,0.871,45/H,0
2519,Hal Morris,1996,31,CIN,NL,142,594,528,82,165,32,4,16,80,50,5,76,5,5,6,12,7,5,0.313,0.374,0.479,0.853,*3/H,0
2520,Bernard Gilkey,1995,28,STL,NL,121,531,480,73,143,33,4,17,69,42,3,70,5,1,3,17,12,6,0.298,0.359,0.49,0.848,*7/H,0
2521,Tony Bernazard,1986,29,CLE,AL,146,636,562,88,169,28,4,17,73,53,5,77,6,7,8,6,17,8,0.301,0.363,0.456,0.818,*4/H,0
2522,Art Howe,1981,34,HOU,NL,103,406,361,43,107,22,4,3,36,41,7,23,0,1,3,8,1,3,0.296,0.365,0.404,0.77,*5/H3,0
2523,Dave Revering,1979,26,OAK,AL,125,513,472,63,136,25,5,19,77,34,5,65,1,1,5,6,1,4,0.288,0.334,0.483,0.817,*3D/H,0
2524,Dan Driessen,1977,25,CIN,NL,151,608,536,75,161,31,4,17,91,64,8,85,3,0,5,12,31,13,0.3,0.375,0.468,0.843,*3/H,0
2525,Mike Epstein,1971,28,TOT,AL,128,503,414,49,98,14,1,19,60,74,6,102,12,2,1,3,1,3,0.237,0.367,0.413,0.78,*3/H,0
2526,Bobby Tolan,1969,23,CIN,NL,152,691,637,104,194,25,10,21,93,27,2,92,15,10,2,9,26,12,0.305,0.347,0.474,0.821,89/H,0
2527,Ray Sanders,1943,26,STL,NL,144,572,478,69,134,21,5,11,73,77,10,33,1,15,,10,1,1,0.28,0.381,0.414,0.796,*3/H,0
2528,Guy Curtright,1943,30,CHW,AL,138,572,488,67,142,20,7,3,48,69,0,60,3,12,,11,13,12,0.291,0.382,0.379,0.761,*7H,0
2529,Lou Novikoff,1942,26,CHC,NL,128,514,483,48,145,25,5,7,64,24,0,28,3,4,,15,3,3,0.3,0.337,0.416,0.753,*7/H,0
2530,Babe Young,1941,25,NYG,NL,152,649,574,90,152,28,5,25,104,66,9,39,5,4,,12,1,4,0.265,0.346,0.462,0.807,*3/H,0
2531,Barney McCosky,1940,23,DET,AL,143,660,589,123,200,39,19,4,57,67,0,41,1,3,,8,13,9,0.34,0.408,0.491,0.899,*8/H,0
2532,Buzz Boyle,1934,26,BRO,NL,128,529,472,88,144,26,10,7,48,51,2,44,3,3,,7,8,2,0.305,0.376,0.447,0.823,978H,0
2533,Pat Collins,1926,29,NYY,AL,102,373,290,41,83,11,3,7,35,73,,57,2,8,,,3,2,0.286,0.433,0.417,0.85,*2/H,0
2534,Earl Smith,1926,29,PIT,NL,105,331,292,29,101,17,2,2,46,28,,7,2,9,,,1,,0.346,0.407,0.438,0.845,*2H,0
2535,Sammy Hale,1925,28,PHA,AL,110,426,391,62,135,30,11,8,63,17,,27,2,16,,,7,4,0.345,0.376,0.54,0.915,*5H/4,0
2536,Baby Doll Jacobson,1925,34,SLB,AL,142,603,540,103,184,30,9,15,76,45,,26,1,16,,,8,11,0.341,0.393,0.513,0.906,*8/H,0
2537,Dick Burrus,1925,27,BSN,NL,152,652,588,82,200,41,4,5,87,51,,29,3,10,,,8,9,0.34,0.396,0.449,0.845,*3/H,0
2538,Carson Bigbee,1922,27,PIT,NL,150,691,614,113,215,29,15,5,99,56,,13,1,20,,,24,15,0.35,0.405,0.471,0.876,*7/8,0
2539,Ray Powell,1921,32,BSN,NL,149,699,624,114,191,25,18,12,74,58,,85,4,13,,,6,17,0.306,0.369,0.462,0.83,*8,0
2540,Casey Stengel,1920,29,PHI,NL,129,504,445,53,130,25,6,9,50,38,,35,6,15,,,7,13,0.292,0.356,0.436,0.792,*9H/87,0
2541,Milt Stock,1919,25,STL,NL,135,561,492,56,151,16,4,0,52,49,,21,1,18,,,17,,0.307,0.371,0.356,0.727,45,0
